marital_status,course,nationality,father_qualif,mother_occ,admission_grade,tuition_fees_up_to_date,scholarship,age_at_enrollment,units_1_credited,units_1_approved,units_2_enrolled,units_2_evaluations,units_2_approved,units_2_no_evaluations,unemployment_rate,inflation_rate,target
1,9773,1,19,9,141.7,1,0,18,0,6,6,6,6,0,10.8,1.4,Graduate
1,9070,1,19,3,127.7,0,0,18,1,6,6,11,4,0,13.9,-0.3,Dropout
1,9500,1,1,9,122.1,1,1,19,0,7,8,10,7,0,12.4,0.5,Graduate
1,9085,1,3,2,153.5,1,0,19,0,6,6,6,6,0,13.9,-0.3,Dropout
1,171,1,19,5,141.4,1,1,18,0,0,0,0,0,0,13.9,-0.3,Graduate
1,9773,1,37,9,135.8,1,1,19,0,6,6,7,6,0,10.8,1.4,Graduate
1,9500,1,3,2,127.5,1,1,18,0,7,8,9,8,0,16.2,0.3,Graduate
1,9991,1,37,9,151.6,1,0,24,0,5,5,8,5,0,16.2,0.3,Enrolled
1,9500,1,19,5,121.4,1,0,28,0,4,7,7,5,0,13.9,-0.3,Enrolled
1,9500,1,1,4,100.0,1,0,20,1,7,8,8,7,0,12.7,3.7,Graduate
1,9500,1,38,9,131.5,1,1,19,0,7,8,8,7,0,12.7,3.7,Graduate
1,9147,1,37,9,109.3,0,0,22,0,2,5,11,1,0,9.4,-0.8,Dropout
1,9238,1,1,6,127.9,1,0,19,0,6,6,6,6,0,12.7,3.7,Graduate
1,9238,1,37,9,140.0,1,0,36,10,13,11,16,11,0,16.2,0.3,Graduate
1,9003,1,38,9,160.0,1,1,19,0,6,6,9,6,0,15.5,2.8,Graduate
1,9238,1,3,1,119.8,1,0,18,0,5,6,8,6,0,16.2,0.3,Graduate
4,9991,1,37,9,153.0,0,0,40,0,0,5,5,0,0,7.6,2.6,Dropout
1,9500,1,37,9,125.0,1,1,19,0,6,7,7,6,0,7.6,2.6,Graduate
4,9500,1,37,9,103.7,1,0,38,1,5,8,12,5,1,10.8,1.4,Enrolled
1,9085,1,37,7,120.0,1,0,32,4,4,9,13,3,2,15.5,2.8,Dropout
1,9853,1,37,9,146.0,1,0,19,0,3,6,10,5,0,9.4,-0.8,Enrolled
1,9070,1,1,4,116.9,1,0,19,0,6,6,7,6,0,8.9,1.4,Graduate
2,9147,1,37,9,117.9,1,0,35,0,0,5,0,0,0,10.8,1.4,Dropout
1,9147,1,19,3,128.6,1,0,20,0,4,4,4,2,0,7.6,2.6,Enrolled
1,9853,1,19,3,135.0,1,0,29,2,7,8,11,8,0,12.7,3.7,Graduate
1,9991,1,37,9,124.6,1,0,29,0,5,5,10,4,0,15.5,2.8,Enrolled
1,9500,1,37,7,124.0,1,1,19,0,7,8,8,7,1,9.4,-0.8,Enrolled
1,9500,1,19,7,129.5,1,1,18,0,7,8,8,7,0,10.8,1.4,Graduate
2,8014,1,19,0,111.3,0,0,25,0,6,6,6,6,0,7.6,2.6,Graduate
4,8014,1,37,9,95.0,0,0,50,0,0,5,6,0,0,8.9,1.4,Dropout
2,9147,1,34,0,131.8,1,0,24,14,14,14,15,13,0,7.6,2.6,Dropout
1,9119,1,19,5,119.1,1,0,18,0,0,5,8,0,0,9.4,-0.8,Dropout
1,9085,1,38,191,125.4,1,0,20,0,6,6,13,5,0,15.5,2.8,Graduate
1,9003,1,37,4,140.7,1,1,20,13,18,13,13,13,0,15.5,2.8,Graduate
1,9991,1,37,9,131.9,1,0,21,6,6,10,17,5,0,9.4,-0.8,Dropout
1,9238,1,1,9,124.0,1,0,28,2,7,6,17,1,0,10.8,1.4,Enrolled
1,9254,1,37,9,139.2,1,1,19,0,6,6,6,6,0,12.4,0.5,Graduate
1,9500,1,37,9,121.8,1,1,18,0,8,8,8,8,0,9.4,-0.8,Graduate
1,171,1,37,9,132.9,1,0,22,0,0,0,0,0,0,12.7,3.7,Graduate
1,9003,1,37,9,130.0,1,0,25,0,0,6,8,0,0,15.5,2.8,Dropout
2,9500,1,37,9,130.1,0,0,37,0,5,7,9,5,0,11.1,0.6,Dropout
1,9500,1,37,7,124.5,0,0,38,0,5,7,11,4,0,11.1,0.6,Dropout
2,9670,1,38,9,162.3,1,0,36,0,3,6,12,5,0,13.9,-0.3,Dropout
1,9500,1,1,9,137.8,1,0,18,0,7,8,8,7,0,12.7,3.7,Graduate
1,9670,1,1,0,119.5,0,0,19,0,0,6,0,0,0,9.4,-0.8,Dropout
1,9130,1,1,4,110.0,1,0,24,0,2,5,8,3,0,9.4,-0.8,Dropout
1,9238,1,1,3,105.0,1,0,20,0,5,6,9,5,0,11.1,0.6,Graduate
1,171,1,37,9,142.8,1,0,21,0,0,0,0,0,0,12.7,3.7,Dropout
2,9991,1,37,9,128.2,1,0,32,0,0,5,5,0,0,7.6,2.6,Dropout
2,9991,1,38,7,120.0,1,0,39,0,0,5,5,1,0,12.7,3.7,Dropout
1,9119,1,37,9,130.0,0,0,33,0,0,5,5,0,0,12.7,3.7,Dropout
1,9670,1,38,5,121.7,1,1,20,0,5,5,5,4,0,9.4,-0.8,Graduate
1,9003,1,19,9,116.0,1,0,19,0,6,6,10,6,0,16.2,0.3,Graduate
2,9991,1,37,5,133.2,0,0,43,0,2,5,12,3,0,13.9,-0.3,Dropout
2,9991,1,37,7,116.7,1,0,49,0,4,5,9,4,1,16.2,0.3,Dropout
1,9773,1,38,5,126.4,1,1,18,0,6,6,6,6,0,12.7,3.7,Graduate
1,9003,1,37,191,140.0,1,0,27,0,0,6,6,0,0,11.1,0.6,Enrolled
1,9147,1,19,9,120.3,1,1,19,0,5,5,9,5,0,8.9,1.4,Dropout
1,9070,1,37,9,118.0,1,1,45,0,6,6,6,0,0,16.2,0.3,Dropout
1,9670,1,12,9,149.5,0,0,19,0,6,6,8,6,0,13.9,-0.3,Graduate
1,9003,1,3,9,130.0,1,1,21,0,6,6,8,4,0,13.9,-0.3,Graduate
1,9670,1,1,5,126.3,1,1,18,0,6,6,7,5,0,13.9,-0.3,Graduate
1,9147,1,37,5,116.2,1,0,18,0,0,5,13,0,0,9.4,-0.8,Dropout
1,9254,1,37,5,126.0,0,0,29,0,0,6,6,0,6,9.4,-0.8,Dropout
1,9670,1,1,4,122.3,1,0,19,0,5,5,5,5,0,9.4,-0.8,Graduate
1,9147,1,19,9,119.5,1,1,18,0,4,5,6,4,0,12.4,0.5,Enrolled
1,9070,1,1,9,131.8,1,1,22,2,7,9,10,8,0,12.4,0.5,Graduate
1,9500,1,1,4,130.7,1,1,18,0,7,8,11,8,0,11.1,0.6,Dropout
1,9130,1,19,4,140.0,1,0,20,2,5,6,11,2,0,13.9,-0.3,Enrolled
1,171,1,19,1,129.5,1,0,20,0,0,0,0,0,0,10.8,1.4,Dropout
4,9670,1,37,9,130.0,1,1,29,0,1,6,7,0,0,11.1,0.6,Dropout
1,9670,1,11,90,114.0,1,0,29,0,3,5,8,4,0,7.6,2.6,Dropout
1,9773,1,1,4,121.0,1,0,23,0,1,6,8,4,0,9.4,-0.8,Enrolled
1,171,1,12,2,116.4,1,0,19,0,0,0,0,0,0,10.8,1.4,Dropout
1,9119,1,38,9,121.7,1,0,18,0,0,5,11,1,3,7.6,2.6,Dropout
2,9254,1,2,134,130.0,1,0,22,2,4,6,12,2,0,7.6,2.6,Dropout
1,9991,1,37,9,120.0,1,0,34,6,7,10,10,6,0,10.8,1.4,Dropout
1,9991,1,3,2,125.0,1,0,26,0,5,5,7,5,0,13.9,-0.3,Graduate
1,171,1,37,7,134.1,1,0,24,12,13,17,25,12,0,11.1,0.6,Dropout
1,9670,1,1,9,149.5,1,1,17,0,6,6,8,6,0,11.1,0.6,Graduate
1,9670,1,3,4,113.2,1,0,21,0,2,5,10,3,0,9.4,-0.8,Enrolled
2,9991,1,4,4,146.0,1,0,34,0,5,5,5,5,0,12.7,3.7,Enrolled
1,9003,1,38,6,140.0,1,0,19,0,6,6,9,6,0,12.4,0.5,Graduate
2,9003,1,3,4,162.4,0,0,49,4,5,7,7,5,0,8.9,1.4,Dropout
1,9500,1,4,4,136.6,1,0,23,0,5,7,14,6,0,13.9,-0.3,Dropout
1,9119,1,19,9,111.0,1,0,18,0,4,5,9,3,0,12.4,0.5,Dropout
1,9500,1,1,4,115.7,1,0,20,0,5,8,9,7,0,13.9,-0.3,Enrolled
1,9670,1,1,2,105.7,1,0,19,0,6,6,9,5,0,8.9,1.4,Graduate
1,9003,1,1,2,128.2,1,0,24,4,8,10,12,9,0,16.2,0.3,Enrolled
1,9147,1,38,4,137.0,1,0,18,0,5,5,5,5,0,8.9,1.4,Graduate
2,9254,1,34,0,120.0,0,0,45,0,0,6,12,0,0,9.4,-0.8,Dropout
1,9991,1,34,0,120.5,1,0,30,0,2,5,5,0,0,7.6,2.6,Dropout
1,9991,1,4,4,118.1,1,0,28,13,13,13,13,9,0,8.9,1.4,Dropout
1,9991,1,37,9,139.0,1,0,40,0,0,5,0,0,0,12.7,3.7,Dropout
1,9147,1,19,4,116.3,0,0,32,0,0,5,9,0,0,10.8,1.4,Dropout
1,9254,1,37,5,120.5,1,0,19,0,4,6,12,4,0,7.6,2.6,Dropout
1,9070,1,19,3,134.9,1,0,20,0,6,6,7,6,1,16.2,0.3,Graduate
1,9119,1,3,4,123.0,1,0,18,0,1,5,7,0,0,9.4,-0.8,Dropout
1,9670,1,37,9,122.9,0,0,20,0,6,6,9,2,0,10.8,1.4,Dropout
1,9991,1,38,9,140.0,1,0,39,0,4,5,7,4,0,15.5,2.8,Enrolled
1,9085,1,38,4,122.5,0,0,19,0,5,6,11,5,0,11.1,0.6,Enrolled
1,9991,1,37,9,121.5,1,0,38,0,2,5,9,3,1,7.6,2.6,Enrolled
1,9500,1,37,4,132.3,1,1,18,0,6,7,7,6,0,7.6,2.6,Graduate
1,9500,1,38,9,131.5,1,1,18,0,7,8,8,8,0,13.9,-0.3,Graduate
2,9130,1,34,0,128.2,1,0,28,0,0,5,5,0,0,7.6,2.6,Dropout
1,9670,1,37,9,148.0,0,0,31,0,0,6,6,0,0,12.7,3.7,Dropout
1,9500,1,19,3,121.5,1,0,23,0,6,7,7,6,0,7.6,2.6,Graduate
1,9500,1,19,194,135.4,1,0,21,0,6,8,12,5,0,11.1,0.6,Enrolled
1,9238,1,37,9,139.0,0,0,33,0,0,5,6,0,0,16.2,0.3,Dropout
1,9147,1,37,5,113.4,1,0,22,0,3,5,9,3,0,12.7,3.7,Dropout
1,9119,1,37,9,150.0,1,0,20,0,5,5,7,5,0,12.4,0.5,Dropout
1,9670,1,38,3,122.0,1,0,19,0,6,6,9,5,0,8.9,1.4,Enrolled
1,9085,1,38,4,150.0,1,0,20,1,6,6,7,6,0,16.2,0.3,Graduate
1,9254,1,37,5,119.3,1,0,25,0,6,6,11,4,0,9.4,-0.8,Enrolled
1,9003,1,1,9,140.0,0,0,25,0,0,6,0,0,0,13.9,-0.3,Dropout
1,9070,1,19,2,125.0,1,0,19,0,6,6,8,6,0,9.4,-0.8,Enrolled
1,9670,1,1,2,140.7,1,0,20,0,5,5,6,4,1,7.6,2.6,Graduate
2,9500,1,19,4,100.0,1,0,33,0,5,7,9,0,0,16.2,0.3,Enrolled
1,9773,1,37,5,146.7,1,0,19,0,6,6,8,6,0,7.6,2.6,Graduate
1,9130,1,34,99,96.0,1,0,31,0,0,5,5,0,0,7.6,2.6,Dropout
1,9119,1,38,2,160.0,0,0,24,2,2,7,7,2,0,8.9,1.4,Dropout
1,9119,1,3,3,130.0,0,0,23,0,0,5,5,0,0,15.5,2.8,Dropout
2,9991,1,3,1,130.0,0,1,26,0,3,5,11,3,0,9.4,-0.8,Dropout
2,9070,1,37,6,140.0,1,0,38,14,18,18,18,18,0,16.2,0.3,Graduate
1,9119,1,19,7,116.6,1,1,20,0,5,5,7,5,0,8.9,1.4,Graduate
1,9119,1,19,9,120.5,1,0,20,0,3,5,11,5,0,12.4,0.5,Graduate
1,9085,1,1,2,103.0,1,0,25,0,0,6,0,0,0,10.8,1.4,Dropout
1,9070,1,19,144,111.9,1,0,19,0,5,6,10,4,0,8.9,1.4,Graduate
1,9119,1,38,4,148.7,1,0,18,0,5,5,8,5,0,8.9,1.4,Graduate
1,9991,1,12,9,120.0,1,0,28,7,7,11,13,5,0,10.8,1.4,Dropout
1,9119,1,19,9,125.7,1,0,18,0,0,5,5,0,0,9.4,-0.8,Enrolled
1,9254,1,38,9,120.1,1,1,20,0,6,6,8,6,0,8.9,1.4,Graduate
1,9130,1,3,3,127.8,1,0,18,0,6,6,9,6,0,11.1,0.6,Graduate
1,9147,1,1,3,106.4,1,0,19,0,5,5,6,4,0,12.4,0.5,Graduate
1,9500,1,19,9,100.0,1,0,24,0,2,8,16,2,1,12.7,3.7,Dropout
1,9085,1,3,5,123.9,1,0,21,0,0,6,0,0,0,10.8,1.4,Dropout
1,9670,1,37,4,139.5,1,1,20,0,6,6,6,6,0,12.7,3.7,Graduate
1,9003,1,1,9,150.0,1,0,21,0,5,6,6,5,0,13.9,-0.3,Graduate
2,9556,1,19,193,139.8,1,0,24,0,7,8,10,7,0,10.8,1.4,Graduate
1,9991,1,37,9,154.4,1,0,27,0,0,5,0,0,0,10.8,1.4,Dropout
1,9147,1,38,9,115.5,0,0,19,0,4,5,9,5,0,8.9,1.4,Enrolled
1,8014,1,19,4,119.0,1,0,39,3,9,7,8,7,0,8.9,1.4,Graduate
1,33,1,37,9,96.1,1,0,25,0,2,7,12,2,0,12.4,0.5,Dropout
1,171,1,2,9,130.0,0,0,18,0,0,0,0,0,0,9.4,-0.8,Dropout
1,9070,1,2,9,128.8,1,0,19,6,12,12,12,12,0,10.8,1.4,Graduate
1,9773,1,37,9,126.8,1,1,21,0,5,6,6,4,0,13.9,-0.3,Graduate
1,9991,1,3,4,130.0,1,0,27,0,0,5,0,0,0,8.9,1.4,Dropout
1,9147,1,1,5,116.7,1,0,19,0,0,5,6,0,0,7.6,2.6,Enrolled
1,9500,1,1,2,125.5,1,0,18,0,7,8,8,7,0,10.8,1.4,Enrolled
1,9670,1,37,3,110.0,1,0,27,7,9,11,11,6,0,9.4,-0.8,Dropout
1,9773,1,38,8,133.7,1,0,18,0,6,6,7,5,0,12.7,3.7,Dropout
1,9130,1,3,9,117.6,1,0,19,0,2,5,8,5,3,9.4,-0.8,Enrolled
1,9003,1,38,9,140.0,1,0,19,0,3,6,9,1,0,13.9,-0.3,Dropout
1,9003,1,1,1,150.0,1,0,22,0,3,6,12,3,0,15.5,2.8,Enrolled
1,9238,1,38,4,133.7,1,0,18,0,6,6,6,6,0,10.8,1.4,Graduate
1,9773,1,37,9,137.0,1,1,18,0,6,6,8,5,0,10.8,1.4,Graduate
1,9147,1,19,2,128.2,1,0,23,7,11,6,7,6,0,9.4,-0.8,Dropout
1,171,1,4,9,129.2,0,0,20,0,0,0,0,0,0,9.4,-0.8,Dropout
1,9773,1,1,3,129.5,1,0,18,0,6,6,7,6,0,16.2,0.3,Graduate
1,9773,1,19,9,129.6,1,0,18,0,6,6,8,6,0,12.4,0.5,Graduate
1,9119,1,19,141,121.7,1,0,18,0,5,5,9,3,0,8.9,1.4,Enrolled
1,9773,1,1,9,141.8,1,0,20,0,6,6,6,6,0,12.7,3.7,Graduate
1,9773,1,1,2,129.8,1,0,20,0,5,6,11,3,0,15.5,2.8,Graduate
1,9070,1,1,4,106.0,1,0,21,2,5,9,9,5,0,12.4,0.5,Dropout
1,171,1,19,9,121.6,1,0,22,0,0,0,0,0,0,13.9,-0.3,Enrolled
1,9119,1,1,5,121.5,1,0,20,0,5,5,7,5,0,11.1,0.6,Dropout
1,171,1,37,9,117.0,1,0,19,0,0,0,0,0,0,15.5,2.8,Enrolled
1,9119,1,19,9,130.0,1,0,19,0,2,5,10,3,0,12.4,0.5,Enrolled
1,9670,1,1,4,117.7,1,0,20,0,6,6,7,6,0,8.9,1.4,Graduate
1,9085,1,37,5,140.0,1,0,19,2,4,6,16,2,0,12.4,0.5,Dropout
1,9119,1,12,3,133.1,1,0,19,0,3,6,10,2,0,11.1,0.6,Dropout
1,9119,41,2,2,100.0,1,0,24,2,7,6,8,6,0,8.9,1.4,Enrolled
1,9670,1,1,5,119.1,1,0,18,0,3,6,11,4,0,10.8,1.4,Dropout
1,9119,1,19,9,129.8,0,1,18,0,5,5,6,5,0,8.9,1.4,Enrolled
1,9238,1,38,9,131.3,1,0,18,0,5,6,7,5,0,8.9,1.4,Dropout
1,9773,1,1,7,136.7,1,0,18,0,6,6,6,6,0,8.9,1.4,Graduate
1,9238,1,37,9,126.2,1,1,21,0,6,6,7,6,0,12.4,0.5,Graduate
1,9085,41,37,9,109.6,1,0,18,0,4,6,15,5,0,11.1,0.6,Dropout
1,9500,1,19,3,131.9,1,1,18,0,7,8,8,8,0,11.1,0.6,Graduate
1,9238,1,37,9,140.7,1,1,18,0,6,6,6,6,0,10.8,1.4,Graduate
1,8014,1,19,2,120.7,1,0,23,0,4,6,6,0,0,13.9,-0.3,Dropout
1,9147,1,19,2,113.8,1,0,21,0,3,5,9,4,0,8.9,1.4,Graduate
1,9238,1,38,7,121.0,1,0,20,0,1,6,13,1,0,9.4,-0.8,Enrolled
1,8014,1,34,0,112.4,1,0,26,4,7,6,14,2,0,7.6,2.6,Dropout
1,9773,1,19,4,131.0,1,1,18,0,6,6,10,5,0,7.6,2.6,Enrolled
1,171,1,37,9,142.7,1,0,18,0,0,0,0,0,0,16.2,0.3,Dropout
1,9670,1,19,9,125.5,0,1,19,0,6,6,7,6,0,8.9,1.4,Graduate
1,9500,1,1,9,107.8,1,1,20,0,6,8,9,7,0,13.9,-0.3,Graduate
1,9773,1,19,7,110.4,0,0,19,0,6,6,10,2,0,16.2,0.3,Dropout
1,9238,1,19,191,136.1,1,0,21,3,3,6,6,2,0,12.4,0.5,Enrolled
1,9254,1,37,4,138.3,1,0,33,5,9,9,14,7,0,10.8,1.4,Graduate
1,9085,1,38,4,142.3,1,0,18,0,4,5,6,4,0,7.6,2.6,Graduate
1,9500,1,1,9,145.0,1,0,21,12,18,21,33,18,12,7.6,2.6,Graduate
1,9773,1,19,2,125.7,1,0,19,0,6,6,7,6,0,8.9,1.4,Graduate
4,9853,1,19,9,108.0,0,0,33,0,7,7,8,6,0,8.9,1.4,Enrolled
2,9500,1,38,5,128.7,1,0,18,0,7,8,8,8,0,15.5,2.8,Graduate
1,9670,1,19,4,128.0,1,1,18,0,6,6,7,6,0,11.1,0.6,Graduate
1,9773,1,38,4,146.5,1,1,20,0,6,6,7,6,0,11.1,0.6,Graduate
1,9254,1,37,6,106.1,0,0,20,0,0,6,0,0,0,11.1,0.6,Dropout
1,8014,1,1,1,118.0,1,1,20,0,6,6,12,5,0,10.8,1.4,Graduate
1,9085,1,37,4,117.0,1,1,19,0,4,5,8,5,1,10.8,1.4,Graduate
1,9238,1,37,8,115.4,1,1,19,0,6,6,6,6,0,13.9,-0.3,Graduate
1,9238,1,1,2,117.0,1,0,21,0,6,6,7,6,0,11.1,0.6,Graduate
1,9085,1,3,4,144.9,1,0,26,0,3,6,19,4,0,12.4,0.5,Enrolled
1,9238,1,37,8,127.0,1,0,21,0,0,6,0,0,0,16.2,0.3,Dropout
1,9500,1,38,5,118.0,1,0,18,0,7,8,8,7,0,12.7,3.7,Graduate
5,9853,1,37,9,118.0,1,0,27,0,6,7,10,1,0,12.4,0.5,Dropout
1,9070,1,38,3,126.4,1,1,20,5,12,12,12,11,0,15.5,2.8,Graduate
1,9670,1,3,7,110.0,1,0,21,0,5,6,8,4,2,16.2,0.3,Enrolled
1,9556,1,37,9,124.4,1,1,18,0,7,8,8,8,0,15.5,2.8,Graduate
1,9085,1,19,9,140.0,1,0,20,1,6,6,11,5,0,16.2,0.3,Enrolled
1,9773,1,19,4,129.4,1,0,18,0,6,6,7,6,0,11.1,0.6,Graduate
1,9238,1,1,3,141.7,1,1,20,3,6,6,6,6,0,13.9,-0.3,Graduate
1,9085,1,19,4,132.1,1,1,19,0,3,5,7,3,0,12.7,3.7,Graduate
1,9500,1,3,9,116.8,1,0,20,0,6,8,8,7,0,13.9,-0.3,Graduate
1,9991,1,37,5,135.0,1,1,20,0,5,5,6,5,0,10.8,1.4,Graduate
1,9085,1,1,5,150.0,1,0,20,0,2,5,7,4,0,12.7,3.7,Enrolled
1,9238,1,1,7,116.0,1,0,19,0,0,5,5,0,0,13.9,-0.3,Dropout
1,9773,1,3,123,155.0,1,0,18,0,6,6,8,6,0,8.9,1.4,Graduate
1,9085,1,38,9,127.0,1,0,18,0,3,5,9,5,0,10.8,1.4,Graduate
1,9500,1,37,9,130.8,1,1,19,0,6,8,8,7,0,13.9,-0.3,Graduate
1,9500,1,37,5,121.8,1,0,19,0,6,8,10,7,0,12.4,0.5,Dropout
1,9003,1,37,9,140.0,1,0,43,0,6,6,14,5,0,16.2,0.3,Enrolled
2,9070,1,25,0,148.5,1,0,47,8,8,7,7,5,0,9.4,-0.8,Dropout
1,9147,1,34,99,109.8,0,0,23,0,0,2,2,0,0,7.6,2.6,Dropout
1,9238,41,19,9,119.7,1,1,19,0,6,6,7,6,0,8.9,1.4,Graduate
1,9500,1,3,2,122.0,1,0,20,0,6,8,11,6,0,12.7,3.7,Graduate
1,171,1,3,4,147.5,1,1,19,6,12,11,12,11,0,8.9,1.4,Graduate
1,9085,14,37,9,150.8,1,0,19,0,6,6,8,6,0,15.5,2.8,Graduate
1,9085,1,37,4,150.0,1,0,19,2,6,6,7,6,0,13.9,-0.3,Graduate
1,8014,1,19,144,131.5,1,1,39,0,6,6,9,4,0,11.1,0.6,Graduate
1,9070,1,1,3,127.2,1,1,20,0,6,6,8,6,0,10.8,1.4,Graduate
1,9070,1,19,9,111.0,1,0,21,0,6,6,6,6,0,7.6,2.6,Graduate
1,9238,24,19,9,119.9,0,0,22,5,9,10,20,4,1,9.4,-0.8,Graduate
1,9773,1,38,5,133.7,1,0,19,0,1,5,10,0,0,7.6,2.6,Dropout
1,9670,1,19,141,140.0,1,0,22,0,6,6,6,6,0,13.9,-0.3,Graduate
1,9853,1,19,3,113.9,1,1,19,0,6,6,7,6,0,12.7,3.7,Graduate
1,171,1,38,9,120.7,1,0,18,0,0,0,0,0,0,7.6,2.6,Dropout
5,9147,1,19,9,119.8,1,0,26,0,5,5,5,5,0,11.1,0.6,Enrolled
1,9991,1,37,9,121.8,0,0,36,0,0,5,5,0,0,12.7,3.7,Dropout
1,171,1,2,5,117.7,1,1,20,0,0,0,0,0,0,12.4,0.5,Graduate
2,9147,1,37,9,110.0,1,0,30,0,2,5,6,4,0,15.5,2.8,Dropout
1,9003,1,1,4,134.4,1,0,24,0,6,6,10,6,0,15.5,2.8,Dropout
1,9147,1,34,0,125.3,1,0,26,11,11,14,15,11,1,7.6,2.6,Dropout
1,9147,1,38,9,119.1,0,0,19,0,1,5,6,0,0,13.9,-0.3,Dropout
5,9238,1,38,9,146.0,1,0,34,0,5,6,11,4,0,12.4,0.5,Graduate
1,9130,1,1,1,130.0,1,0,33,0,1,5,7,3,0,9.4,-0.8,Enrolled
1,9147,1,1,9,122.0,1,0,19,0,5,5,10,4,0,9.4,-0.8,Graduate
1,9119,1,1,4,118.1,0,0,26,0,1,5,14,1,0,8.9,1.4,Dropout
1,9670,1,37,7,105.2,1,0,29,0,1,6,6,0,0,16.2,0.3,Dropout
1,9119,1,37,9,123.3,1,1,19,0,5,5,8,2,0,8.9,1.4,Dropout
1,171,1,1,9,124.8,1,0,18,0,0,0,0,0,0,12.7,3.7,Dropout
1,9991,1,37,9,149.4,0,0,29,0,2,5,9,1,0,11.1,0.6,Dropout
1,9254,1,37,9,108.5,1,0,21,0,6,6,7,5,0,9.4,-0.8,Graduate
1,9254,1,1,4,125.0,1,0,19,0,5,6,10,2,0,10.8,1.4,Enrolled
1,9500,1,38,5,101.0,1,0,20,0,5,8,15,7,0,15.5,2.8,Graduate
1,9085,1,1,2,112.9,1,0,18,0,0,5,5,0,0,7.6,2.6,Dropout
1,9070,1,37,5,120.2,1,0,18,0,6,6,8,5,0,15.5,2.8,Enrolled
1,9147,1,34,99,111.6,1,1,21,0,5,5,9,3,0,10.8,1.4,Enrolled
1,9147,1,1,4,134.1,1,0,20,0,0,5,0,0,0,8.9,1.4,Dropout
1,9119,1,37,9,101.6,1,1,30,0,0,5,5,0,0,12.7,3.7,Dropout
1,9670,1,38,4,111.9,1,0,19,0,6,6,6,6,0,13.9,-0.3,Graduate
1,9147,1,19,9,118.4,1,0,30,0,5,5,7,4,0,8.9,1.4,Dropout
1,9147,1,1,5,127.1,1,1,22,0,5,5,13,4,0,12.7,3.7,Graduate
1,171,1,37,5,120.5,1,0,22,0,0,0,0,0,0,12.4,0.5,Graduate
1,9070,1,1,9,136.1,0,0,19,0,6,6,8,5,0,11.1,0.6,Dropout
1,9670,1,19,5,124.0,1,0,21,0,3,5,5,4,0,7.6,2.6,Dropout
1,9085,1,38,151,141.6,1,0,21,0,4,5,7,5,0,7.6,2.6,Graduate
1,171,1,38,9,160.0,1,1,21,0,0,0,0,0,0,15.5,2.8,Dropout
1,9147,1,19,4,110.0,1,0,27,0,3,5,9,3,0,15.5,2.8,Dropout
1,33,1,37,1,100.0,1,0,32,0,0,7,8,0,0,13.9,-0.3,Dropout
1,9670,1,1,9,120.0,0,0,40,0,0,6,6,0,0,15.5,2.8,Dropout
1,9147,1,1,5,124.8,1,0,20,0,2,5,10,2,0,7.6,2.6,Enrolled
1,9130,1,4,2,140.0,1,0,20,1,2,5,13,2,0,12.7,3.7,Dropout
1,171,1,37,9,124.3,1,0,18,0,0,0,0,0,0,7.6,2.6,Graduate
1,9147,1,38,1,118.9,1,0,21,0,2,5,13,0,0,12.7,3.7,Dropout
1,9670,1,37,5,130.2,1,0,18,0,6,6,0,0,0,12.7,3.7,Dropout
1,9003,1,3,144,120.0,1,0,19,0,1,6,19,0,0,16.2,0.3,Enrolled
5,9070,1,37,7,140.0,0,0,30,0,1,6,6,0,0,15.5,2.8,Dropout
1,9003,1,1,9,130.0,1,0,29,0,0,6,8,0,0,15.5,2.8,Dropout
1,9119,1,1,4,130.4,1,0,18,0,1,5,7,3,2,7.6,2.6,Dropout
1,9670,1,1,9,116.1,1,1,18,0,4,5,5,5,0,9.4,-0.8,Dropout
1,9003,1,1,3,130.0,1,0,22,4,5,7,13,6,0,15.5,2.8,Dropout
1,9991,1,37,5,124.3,0,0,27,0,0,5,5,0,0,12.7,3.7,Dropout
1,9670,1,1,9,125.0,1,0,20,0,4,6,10,5,0,10.8,1.4,Graduate
1,8014,1,38,9,110.0,1,0,42,8,11,11,11,10,0,11.1,0.6,Graduate
1,9003,1,38,4,115.0,1,0,21,8,12,12,14,12,0,15.5,2.8,Graduate
1,9500,1,38,7,129.6,1,0,23,0,6,8,10,7,0,16.2,0.3,Graduate
1,9070,1,38,9,128.8,1,0,21,4,5,12,12,4,0,8.9,1.4,Dropout
1,171,1,3,1,144.2,1,0,19,0,0,0,0,0,0,12.7,3.7,Graduate
2,9238,1,37,7,134.0,1,1,40,0,6,6,10,4,0,8.9,1.4,Dropout
1,9147,1,1,9,112.0,1,0,22,5,5,9,14,7,2,12.7,3.7,Dropout
1,9500,1,37,9,128.8,1,0,19,0,6,7,7,6,0,7.6,2.6,Graduate
1,9119,1,37,9,134.0,1,1,24,0,5,5,8,4,0,12.7,3.7,Enrolled
1,9254,1,1,2,125.0,1,0,21,0,5,6,14,2,0,12.7,3.7,Enrolled
1,9119,1,1,9,123.2,1,0,18,0,5,5,6,5,0,8.9,1.4,Graduate
1,9119,1,37,9,118.4,1,0,18,0,0,5,10,2,4,7.6,2.6,Dropout
1,9670,1,1,3,116.2,1,0,24,0,5,6,12,5,0,11.1,0.6,Dropout
1,9119,1,19,9,123.0,1,1,28,0,3,5,9,5,0,9.4,-0.8,Enrolled
